ID,Prob1
0, 0.26
1, 0.31
2, 0.24
3, 0.17
4, 0.27
5, 0.10
6, 0.31
7, 0.40
8, 0.01
9, 0.29
10, 0.31
11, 0.27
12, 0.49
13, 0.22
14, 0.25
15, 0.25
16, 0.27
17, 0.23
18, 0.23
19, 0.22
20, 0.31
21, 0.47
22, 0.45
23, 0.34
24, 0.24
25, 0.45
26, 0.16
27, 0.50
28, 0.65
29, 0.28
30, 0.42
31, 0.29
32, 0.20
33, 0.63
34, 0.26
35, 0.33
36, 0.38
37, 0.40
38, 0.21
39, 0.22
40, 0.45
41, 0.35
42, 0.33
43, 0.75
44, 0.20
45, 0.76
46, 0.23
47, 0.75
48, 0.18
49, 0.22
50, 0.40
51, 0.31
52, 0.19
53, 0.58
54, 0.16
55, 0.26
56, 0.28
57, 0.68
58, 0.46
59, 0.26
60, 0.22
61, 0.56
62, 0.28
63, 0.35
64, 0.34
65, 0.59
66, 0.41
67, 0.53
68, 0.27
69, 0.22
70, 0.15
71, 0.23
72, 0.23
73, 0.30
74, 0.36
75, 0.63
76, 0.30
77, 0.30
78, 0.44
79, 0.45
80, 0.24
81, 0.40
82, 0.22
83, 0.25
84, 0.29
85, 0.21
86, 0.50
87, 0.28
88, 0.46
89, 0.35
90, 0.29
91, 0.50
92, 0.26
93, 0.53
94, 0.24
95, 0.51
96, 0.35
97, 0.10
98, 0.57
99, 0.20
100, 0.20
101, 0.39
102, 0.24
103, 0.25
104, 0.07
105, 0.42
106, 0.13
107, 0.68
108, 0.26
109, 0.52
110, 0.27
111, 0.24
112, 0.69
113, 0.50
114, 0.32
115, 0.38
116, 0.39
117, -0.10
118, 0.38
119, 0.23
120, 0.66
121, 0.15
122, 0.51
123, 0.43
124, 0.33
125, 0.47
126, 0.25
127, 0.55
128, 0.23
129, 0.64
130, 0.29
131, 0.24
132, 0.25
133, 0.17
134, 0.25
135, 0.56
136, 0.29
137, 0.37
138, 0.27
139, 0.25
140, 0.32
141, 0.29
142, 0.39
143, 0.25
144, 0.23
145, 0.26
146, 0.27
147, 0.29
148, 0.28
149, 0.42
150, 0.22
151, 0.54
152, 0.42
153, 0.29
154, 0.44
155, 0.29
156, 0.34
157, 0.23
158, 0.22
159, 0.39
160, 0.30
161, 0.41
162, 0.09
163, 0.32
164, 0.38
165, 0.50
166, 0.52
167, 0.27
168, 0.14
169, 0.22
170, 0.23
171, 0.14
172, 0.38
173, 0.23
174, 0.15
175, 0.58
176, 0.28
177, 0.69
178, 0.24
179, 0.50
180, 0.40
181, 0.35
182, 0.37
183, 0.35
184, 0.64
185, 0.27
186, 0.35
187, 0.37
188, 0.59
189, 0.52
190, 0.43
191, 0.28
192, 0.29
193, 0.65
194, 0.19
195, 0.21
196, 0.26
197, 0.30
198, 0.28
199, 0.24
200, 0.20
201, 0.61
202, 0.17
203, 0.21
204, 0.62
205, 0.30
206, 0.25
207, 0.38
208, 0.39
209, 0.35
210, 0.66
211, 0.38
212, 0.27
213, 0.21
214, 0.27
215, 0.18
216, 0.66
217, 0.37
218, 0.22
219, 0.23
220, 0.71
221, 0.26
222, 0.34
223, 0.71
224, 0.24
225, 0.38
226, 0.51
227, 0.33
228, 0.30
229, 0.23
230, 0.25
231, 0.32
232, 0.20
233, 0.26
234, 0.27
235, 0.17
236, 0.30
237, 0.38
238, 0.16
239, 0.38
240, 0.22
241, 0.61
242, 0.49
243, 0.30
244, 0.09
245, 0.22
246, 0.45
247, 0.28
248, 0.73
249, 0.51
250, 0.36
251, 0.36
252, 0.83
253, 0.35
254, 0.44
255, 0.35
256, 0.20
257, 0.27
258, 0.40
259, 0.25
260, 0.31
261, 0.67
262, 0.52
263, 0.22
264, 0.39
265, 0.46
266, 0.60
267, 0.28
268, 0.24
269, 0.35
270, 0.30
271, 0.51
272, 0.28
273, 0.29
274, 0.57
275, 0.40
276, 0.41
277, 0.25
278, 0.24
279, 0.25
280, 0.33
281, 0.68
282, 0.34
283, 0.33
284, 0.21
285, 0.15
286, 0.72
287, 0.20
288, 0.32
289, 0.26
290, 0.44
291, 0.21
292, 0.19
293, 0.38
294, 0.04
295, 0.34
296, 0.22
297, 0.19
298, 0.35
299, 0.27
300, 0.21
301, 0.23
302, 0.19
303, 0.27
304, 0.36
305, 0.20
306, 0.18
307, 0.72
308, 0.25
309, 0.27
310, 0.34
311, 0.34
312, 0.28
313, 0.19
314, 0.49
315, 0.38
316, 0.77
317, 0.43
318, 0.41
319, 0.48
320, 0.34
321, 0.25
322, 0.27
323, 0.26
324, 0.21
325, 0.27
326, 0.47
327, 0.22
328, 0.17
329, 0.23
330, 0.18
331, 0.27
332, 0.27
333, 0.25
334, 0.47
335, 0.27
336, 0.23
337, 0.24
338, 0.27
339, 0.19
340, 0.24
341, 0.34
342, 0.24
343, 0.60
344, 0.22
345, 0.13
346, 0.21
347, 0.21
348, 0.24
349, 0.31
350, 0.06
351, 0.45
352, 0.24
353, 0.39
354, 0.29
355, 0.29
356, 0.45
357, 0.49
358, 0.08
359, 0.35
360, 0.41
361, 0.34
362, 0.36
363, 0.38
364, 0.39
365, 0.33
366, 0.21
367, 0.21
368, 0.18
369, 0.18
370, 0.29
371, 0.34
372, 0.34
373, 0.37
374, 0.29
375, 0.15
376, 0.27
377, 0.26
378, 0.29
379, 0.24
380, 0.39
381, 0.25
382, 0.07
383, 0.58
384, 0.30
385, 0.22
386, 0.29
387, 0.24
388, 0.52
389, 0.25
390, 0.15
391, 0.44
392, 0.70
393, 0.29
394, 0.51
395, 0.28
396, 0.24
397, 0.17
398, 0.33
399, 0.30
400, 0.60
401, 0.27
402, 0.77
403, 0.48
404, 0.35
405, 0.36
406, 0.75
407, 0.11
408, 0.40
409, 0.24
410, 0.40
411, 0.76
412, 0.33
413, 0.49
414, 0.25
415, 0.63
416, 0.42
417, 0.22
418, 0.27
419, 0.42
420, 0.24
421, 0.29
422, 0.35
423, 0.26
424, 0.35
425, 0.33
426, 0.26
427, 0.16
428, 0.43
429, 0.22
430, 0.24
431, 0.42
432, 0.47
433, 0.21
434, 0.23
435, 0.18
436, 0.18
437, 0.37
438, 0.36
439, 0.22
440, 0.56
441, 0.26
442, 0.40
443, 0.14
444, 0.18
445, 0.12
446, 0.51
447, 0.54
448, 0.62
449, 0.27
450, 0.27
451, 0.36
452, 0.39
453, 0.42
454, 0.47
455, 0.14
456, 0.18
457, 0.49
458, 0.52
459, 0.37
460, 0.60
461, 0.38
462, 0.30
463, 0.30
464, 0.38
465, 0.41
466, 0.11
467, 0.17
468, 0.33
469, 0.21
470, 0.25
471, 0.41
472, 0.35
473, 0.44
474, 0.25
475, 0.26
476, 0.13
477, 0.74
478, 0.33
479, 0.77
480, 0.45
481, 0.34
482, 0.33
483, 0.26
484, 0.51
485, 0.19
486, 0.28
487, 0.60
488, 0.29
489, 0.25
490, 0.26
491, 0.39
492, 0.40
493, 0.37
494, 0.35
495, 0.32
496, 0.54
497, 0.59
498, 0.24
499, 0.18
500, 0.68
501, 0.24
502, 0.41
503, 0.22
504, 0.25
505, 0.29
506, 0.31
507, 0.38
508, 0.22
509, 0.65
510, 0.17
511, 0.14
512, 0.25
513, 0.28
514, 0.19
515, 0.29
516, 0.50
517, 0.24
518, 0.25
519, 0.22
520, 0.19
521, 0.35
522, 0.31
523, 0.21
524, 0.46
525, 0.02
526, 0.27
527, 0.20
528, 0.36
529, 0.25
530, 0.31
531, 0.30
532, 0.56
533, 0.24
534, 0.26
535, 0.23
536, 0.34
537, 0.36
538, 0.41
539, 0.31
540, 0.46
541, 0.39
542, 0.34
543, 0.25
544, 0.26
545, 0.58
546, 0.15
547, 0.24
548, 0.23
549, 0.38
550, 0.58
551, 0.32
552, 0.20
553, 0.25
554, 0.32
555, 0.22
556, 0.48
557, 0.45
558, 0.29
559, 0.26
560, 0.18
561, 0.47
562, 0.24
563, 0.34
564, 0.32
565, 0.20
566, 0.24
567, 0.23
568, 0.57
569, 0.30
570, 0.37
571, 0.27
572, 0.36
573, 0.27
574, 0.36
575, 0.43
576, 0.25
577, 0.32
578, 0.45
579, 0.27
580, 0.22
581, 0.37
582, 0.24
583, 0.52
584, 0.54
585, 0.23
586, 0.29
587, 0.26
588, 0.44
589, 0.55
590, 0.22
591, 0.16
592, 0.45
593, 0.22
594, 0.26
595, 0.33
596, 0.36
597, 0.42
598, 0.25
599, 0.57
600, 0.31
601, 0.23
602, 0.38
603, 0.29
604, 0.27
605, 0.20
606, 0.25
607, 0.27
608, 0.38
609, 0.42
610, 0.15
611, 0.25
612, 0.25
613, 0.26
614, 0.35
615, 0.29
616, 0.31
617, 0.25
618, 0.22
619, 0.37
620, 0.22
621, 0.35
622, 0.56
623, 0.26
624, 0.21
625, 0.37
626, 0.23
627, 0.26
628, 0.03
629, 0.40
630, 0.56
631, 0.18
632, 0.60
633, 0.49
634, 0.30
635, 0.25
636, 0.50
637, 0.37
638, 0.30
639, 0.61
640, 0.22
641, 0.51
642, 0.23
643, 0.40
644, 0.28
645, 0.22
646, 0.69
647, 0.20
648, 0.22
649, 0.51
650, 0.20
651, 0.35
652, 0.63
653, 0.54
654, 0.31
655, 0.23
656, 0.46
657, 0.62
658, 0.28
659, 0.34
660, 0.36
661, 0.30
662, 0.48
663, 0.23
664, 0.26
665, 0.73
666, 0.23
667, 0.28
668, 0.23
669, 0.44
670, 0.25
671, 0.53
672, 0.27
673, 0.51
674, 0.42
675, 0.31
676, 0.59
677, 0.29
678, 0.37
679, 0.29
680, 0.28
681, 0.28
682, 0.19
683, 0.23
684, 0.45
685, 0.55
686, 0.35
687, 0.27
688, 0.32
689, 0.41
690, 0.52
691, 0.43
692, 0.57
693, 0.48
694, 0.44
695, 0.23
696, 0.27
697, 0.58
698, 0.56
699, 0.45
700, 0.19
701, 0.45
702, 0.17
703, 0.28
704, 0.25
705, 0.22
706, 0.23
707, 0.26
708, 0.29
709, 0.25
710, 0.28
711, 0.14
712, 0.27
713, 0.44
714, 0.38
715, 0.37
716, 0.51
717, 0.20
718, 0.19
719, -0.03
720, 0.30
721, 0.30
722, 0.77
723, 0.27
724, 0.36
725, 0.43
726, 0.28
727, 0.20
728, 0.21
729, 0.25
730, 0.23
731, 0.35
732, 0.44
733, 0.31
734, 0.29
735, 0.22
736, 0.28
737, 0.15
738, 0.20
739, 0.37
740, 0.44
741, 0.26
742, 0.48
743, 0.28
744, 0.44
745, 0.41
746, 0.30
747, 0.19
748, 0.33
749, 0.56
750, 0.28
751, 0.42
752, 0.21
753, 0.30
754, 0.34
755, 0.27
756, 0.42
757, 0.22
758, 0.38
759, 0.22
760, 0.17
761, 0.23
762, 0.42
763, 0.20
764, 0.46
765, 0.15
766, 0.32
767, 0.49
768, 0.42
769, 0.20
770, 0.27
771, 0.14
772, 0.27
773, 0.40
774, 0.36
775, 0.30
776, 0.30
777, 0.38
778, 0.65
779, 0.27
780, 0.44
781, 0.35
782, 0.36
783, 0.42
784, 0.46
785, 0.27
786, 0.30
787, 0.31
788, 0.36
789, 0.35
790, 0.32
791, 0.31
792, 0.37
793, 0.14
794, 0.54
795, 0.16
796, 0.38
797, 0.22
798, 0.21
799, 0.02
800, 0.71
801, 0.28
802, 0.27
803, 0.44
804, 0.55
805, 0.23
806, 0.22
807, 0.40
808, 0.62
809, 0.27
810, 0.47
811, 0.22
812, 0.21
813, 0.45
814, 0.42
815, 0.25
816, 0.30
817, 0.26
818, 0.26
819, 0.25
820, 0.29
